665.640015 78.860001 -86.379997 
78.860001 42.489998 79.480011 
-86.379997 79.480011 1027.160034 

538.489868 -231.350021 5.869995 
-231.350021 1251.650024 -249.149994 
5.869995 -249.149994 889.610046 

547.000000 -104.699997 -90.699997 
-104.699997 1256.410034 209.550003 
-90.699997 209.550003 606.049988 

1302.010010 -370.690033 -8.920004 
-370.690033 925.009949 402.979980 
-8.920004 402.979980 212.039993 

925.759949 -230.439987 -85.439987 
-230.439987 1022.759949 -193.239990 
-85.439987 -193.239990 968.759949 

109.040001 -108.580002 -101.699989 
-108.580002 500.159973 -214.600006 
-101.699989 -214.600006 1800.849976 

1024.690063 -125.139999 -98.180000 
-125.139999 68.840004 -6.320000 
-98.180000 -6.320000 555.960022 

1507.559937 167.760010 17.060001 
167.760010 112.210007 -1.239999 
17.060001 -1.239999 615.959961 

30.490000 -40.110001 -6.800002 
-40.110001 1314.890015 -147.199997 
-6.800002 -147.199997 1288.199951 

42.599998 -68.300003 9.999994 
-68.300003 550.400024 -280.799988 
9.999994 -280.799988 1445.889893 

1148.599976 -172.600006 -287.300018 
-172.600006 571.799988 -24.699993 
-287.300018 -24.699993 1314.090088 

